id,text,tokenized,spam_label,spam_label_vn,sentiment_label,sentiment_label_vn
3225,"Cá nhân mình thì page này chán thật, chắc sẽ không dùng lại đâu. 😂","Cá_nhân mình thì page này chán thật , chắc sẽ không dùng lại đâu . 😂",không spam,Không spam,negative,Tiêu cực
3226,"Thật sự bài viết này quá đã, liên quan đến quán cà phê mới.","Thật_sự bài viết này quá đã , liên_quan đến quán cà_phê mới .",không spam,Không spam,positive,Tích cực
3227,"Theo mình giảng viên quá tuyệt, liên quan đến page công nghệ. 😍","Theo mình giảng_viên quá tuyệt , liên_quan đến page công_nghệ . 😍",không spam,Không spam,positive,Tích cực
3228,"Đọc xong chỉ biết nói là page này đọc cho biết, mọi người tự trải nghiệm nhé. 😡","Đọc xong chỉ biết nói là page này đọc cho biết , mọi người tự trải_nghiệm nhé . 😡",không spam,Không spam,neutral,Trung lập
3229,"Nếu bạn đang phân vân thì page này lừa đảo, chắc sẽ không dùng lại đâu. :v","Nếu bạn đang phân_vân thì page này lừa_đảo , chắc sẽ không dùng lại đâu . : v",spam,Spam,neutral,Trung lập
3230,"Ai quan tâm thì page này tạm ổn, mọi người tự trải nghiệm nhé. ❤","Ai quan_tâm thì page này tạm ổn , mọi người tự trải_nghiệm nhé . ❤",không spam,Không spam,neutral,Trung lập
3231,"Đọc xong chỉ biết nói là giảng viên hài lòng, liên quan đến kênh YouTube dạy lập trình.","Đọc xong chỉ biết nói là giảng_viên hài_lòng , liên_quan đến kênh YouTube_dạy lập_trình .",không spam,Không spam,neutral,Trung lập
3232,Share bài viết này vào 5 group để nhận quà miễn phí 😂,Share bài viết này vào 5 group để nhận quà miễn_phí 😂,spam,Spam,neutral,Trung lập
3233,"Đọc xong chỉ biết nói là fanpage này cũng được, mọi người tự trải nghiệm nhé. 😍","Đọc xong chỉ biết nói là fanpage này cũng được , mọi người tự trải_nghiệm nhé . 😍",không spam,Không spam,neutral,Trung lập
3234,Like page mình nhận quà liền tay nha mọi người!!! 😢 #khuyenmai #giveaway,Like page mình nhận quà liền tay_nha mọi người ! ! !_😢 #_khuyenmai # giveaway,spam,Spam,positive,Tích cực
3235,"Tham gia khóa học kiếm tiền online chỉ với 500kk, chi tiết tại http://example.com/voucher 😀","Tham_gia khóa học kiếm tiền online chỉ với 500 kk , chi_tiết tại http://example.com/voucher 😀",spam,Spam,neutral,Trung lập
3236,"Theo mình app này quá tệ, chắc sẽ không dùng lại đâu. 😂","Theo mình app này quá tệ , chắc sẽ không dùng lại đâu . 😂",không spam,Không spam,negative,Tiêu cực
3237,"Thật sự khóa học online không ý kiến, mọi người tự trải nghiệm nhé. 😍","Thật_sự khóa_học online không ý_kiến , mọi người tự trải_nghiệm nhé . 😍",không spam,Không spam,positive,Tích cực
3238,"Cá nhân mình thì nội dung bài giảng rất hữu ích, liên quan đến page công nghệ. 👎","Cá_nhân mình thì nội_dung bài giảng rất hữu_ích , liên_quan đến page công_nghệ . 👎",không spam,Không spam,positive,Tích cực
3239,"Tham gia khóa học kiếm tiền online chỉ với 100kk, chi tiết tại http://bit.ly/abcxyz #khuyenmai #giveaway","Tham_gia khóa học kiếm tiền online chỉ với 100 kk , chi_tiết tại http://bit.ly/abcxyz #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
3240,"Thật sự bài viết này phí tiền, chắc sẽ không dùng lại đâu.","Thật_sự bài viết này phí tiền , chắc sẽ không dùng lại đâu .",không spam,Không spam,negative,Tiêu cực
3241,"Cho thuê nick Netflix, Spotify siêu rẻ, liên hệ ngay 👎 #khuyenmai #giveaway","Cho thuê nick Netflix , Spotify siêu_rẻ , liên_hệ ngay 👎 #_khuyenmai # giveaway",spam,Spam,positive,Tích cực
3242,"Không biết mọi người sao chứ mình video này xịn sò, liên quan đến kênh YouTube dạy lập trình. 😍","Không biết mọi người sao chứ mình video này xịn_sò , liên_quan đến kênh YouTube_dạy lập_trình . 😍",không spam,Không spam,neutral,Trung lập
3243,"Không biết mọi người sao chứ mình fanpage này rất hay, liên quan đến sản phẩm chăm sóc da.","Không biết mọi người sao chứ mình fanpage này rất hay , liên_quan đến sản_phẩm chăm_sóc da .",không spam,Không spam,positive,Tích cực
3244,"Mình thấy page này không có gì đặc biệt, mọi người tự trải nghiệm nhé. 😢","Mình thấy page này không có gì đặc_biệt , mọi người tự trải_nghiệm nhé . 😢",không spam,Không spam,negative,Tiêu cực
3245,Click link này nhận voucher 10%: http://tinyurl.com/abcd ❤,Click link này nhận voucher 10 % : http://tinyurl.com/abcd ❤,spam,Spam,negative,Tiêu cực
3246,"Cho thuê nick Netflix, Spotify siêu rẻ, liên hệ ngay","Cho thuê nick Netflix , Spotify siêu_rẻ , liên_hệ ngay",spam,Spam,positive,Tích cực
3247,"Mình thấy fanpage này không có gì đặc biệt, mọi người tự trải nghiệm nhé.","Mình thấy fanpage này không có gì đặc_biệt , mọi người tự trải_nghiệm nhé .",không spam,Không spam,negative,Tiêu cực
3248,"Ai quan tâm thì video này quá chất, liên quan đến page công nghệ.","Ai quan_tâm thì video này quá chất , liên_quan đến page công_nghệ .",không spam,Không spam,positive,Tích cực
3249,"Thật sự sản phẩm này xịn sò, liên quan đến sản phẩm chăm sóc da.","Thật_sự sản_phẩm này xịn_sò , liên_quan đến sản_phẩm chăm_sóc da .",không spam,Không spam,positive,Tích cực
3250,"Bán acc game giá rẻ, ai cần cmt số điện thoại ❤","Bán acc game giá rẻ , ai cần cmt số điện_thoại ❤",spam,Spam,neutral,Trung lập
3251,"Thật sự fanpage này ai quan tâm thì vào xem, mọi người tự trải nghiệm nhé. 😀","Thật_sự fanpage này ai quan_tâm thì vào xem , mọi người tự trải_nghiệm nhé . 😀",không spam,Không spam,neutral,Trung lập
3252,Click link này nhận voucher 50%: http://short.link/promo 😡,Click link này nhận voucher 50 % : http://short.link/promo 😡,spam,Spam,negative,Tiêu cực
3253,"Theo mình page này phí tiền, chắc sẽ không dùng lại đâu. :v","Theo mình page này phí tiền , chắc sẽ không dùng lại đâu . : v",không spam,Không spam,negative,Tiêu cực
3254,Like page mình nhận quà liền tay nha mọi người!!!,Like page mình nhận quà liền tay_nha mọi người ! ! !,spam,Spam,positive,Tích cực
3255,Like page mình nhận quà liền tay nha mọi người!!!,Like page mình nhận quà liền tay_nha mọi người ! ! !,spam,Spam,positive,Tích cực
3256,"Thật sự bài viết này phí tiền, chắc sẽ không dùng lại đâu.","Thật_sự bài viết này phí tiền , chắc sẽ không dùng lại đâu .",không spam,Không spam,negative,Tiêu cực
3257,"Đọc xong chỉ biết nói là update mới dở ẹc, chắc sẽ không dùng lại đâu. :v","Đọc xong chỉ biết nói là update mới dở_ẹc , chắc sẽ không dùng lại đâu . : v",không spam,Không spam,neutral,Trung lập
3258,"Mình thấy fanpage này phí tiền, chắc sẽ không dùng lại đâu. 🤔","Mình thấy fanpage này phí tiền , chắc sẽ không dùng lại đâu . 🤔",không spam,Không spam,negative,Tiêu cực
3259,"Đọc xong chỉ biết nói là tính năng mới ai quan tâm thì vào xem, mọi người tự trải nghiệm nhé. 😀","Đọc xong chỉ biết nói là tính_năng mới ai quan_tâm thì vào xem , mọi người tự trải_nghiệm nhé . 😀",không spam,Không spam,neutral,Trung lập
3260,Like page mình nhận quà liền tay nha mọi người!!! 😍,Like page mình nhận quà liền tay_nha mọi người ! ! ! 😍,spam,Spam,positive,Tích cực
3261,"Ai quan tâm thì update mới quá đã, liên quan đến ứng dụng học từ vựng.","Ai quan_tâm thì update mới quá đã , liên_quan đến ứng_dụng học từ vựng .",không spam,Không spam,positive,Tích cực
3262,"Ai quan tâm thì update mới xem thử thôi, mọi người tự trải nghiệm nhé. 🤔 :v","Ai quan_tâm thì update mới xem thử thôi , mọi người tự trải_nghiệm nhé . 🤔 : v",không spam,Không spam,neutral,Trung lập
3263,"Thật sự app này không như quảng cáo, chắc sẽ không dùng lại đâu.","Thật_sự app này không như quảng_cáo , chắc sẽ không dùng lại đâu .",không spam,Không spam,negative,Tiêu cực
3264,"Bán acc game giá rẻ, ai cần cmt số điện thoại 😅","Bán acc game giá rẻ , ai cần cmt số điện_thoại 😅",spam,Spam,neutral,Trung lập
3265,"Theo mình video này quá tệ, chắc sẽ không dùng lại đâu. 👍","Theo mình video này quá tệ , chắc sẽ không dùng lại đâu . 👍",không spam,Không spam,negative,Tiêu cực
3266,"Nói thật là dịch vụ bên bạn không đáng, chắc sẽ không dùng lại đâu. 😢","Nói thật là dịch_vụ bên bạn không đáng , chắc sẽ không dùng lại đâu . 😢",không spam,Không spam,neutral,Trung lập
3267,Like page mình nhận quà liền tay nha mọi người!!! 😍 #khuyenmai #giveaway,Like page mình nhận quà liền tay_nha mọi người ! ! !_😍 #_khuyenmai # giveaway,spam,Spam,positive,Tích cực
3268,"Thật sự bài viết này dịch vụ kém, chắc sẽ không dùng lại đâu. 👍","Thật_sự bài viết này dịch_vụ kém , chắc sẽ không dùng lại đâu . 👍",không spam,Không spam,negative,Tiêu cực
3269,"Đọc xong chỉ biết nói là video này cực kỳ thú vị, liên quan đến page công nghệ. 👎 :v","Đọc xong chỉ biết nói là video này cực_kỳ thú_vị , liên_quan đến page công_nghệ . 👎 : v",không spam,Không spam,positive,Tích cực
3270,Like page mình nhận quà liền tay nha mọi người!!! 😢 #khuyenmai #giveaway,Like page mình nhận quà liền tay_nha mọi người ! ! !_😢 #_khuyenmai # giveaway,spam,Spam,positive,Tích cực
3271,"Mình thấy update mới không đáng, chắc sẽ không dùng lại đâu.","Mình thấy update mới không đáng , chắc sẽ không dùng lại đâu .",không spam,Không spam,negative,Tiêu cực
3272,"Ai quan tâm thì app này hỗ trợ chán, chắc sẽ không dùng lại đâu. ❤","Ai quan_tâm thì app này hỗ_trợ chán , chắc sẽ không dùng lại đâu . ❤",không spam,Không spam,neutral,Trung lập
3273,"Ai cần tăng like, tăng follow thì ib mình, giá rẻ bất ngờ 😢 #khuyenmai #giveaway","Ai cần tăng like , tăng follow thì ib mình , giá rẻ bất_ngờ 😢 #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
3274,"Inbox mình hướng dẫn kiếm 300k mỗi ngày, uy tín 100% 🤔","Inbox mình hướng_dẫn kiếm 300 k mỗi ngày , uy_tín 100 % 🤔",spam,Spam,neutral,Trung lập
3275,"Nói thật là video này không recommend, chắc sẽ không dùng lại đâu.","Nói thật là video này không recommend , chắc sẽ không dùng lại đâu .",không spam,Không spam,negative,Tiêu cực
3276,"Đọc xong chỉ biết nói là sản phẩm này lừa đảo, chắc sẽ không dùng lại đâu.","Đọc xong chỉ biết nói là sản_phẩm này lừa_đảo , chắc sẽ không dùng lại đâu .",spam,Spam,neutral,Trung lập
3277,"Không biết mọi người sao chứ mình sản phẩm này cực kỳ thú vị, liên quan đến tool AI mới.","Không biết mọi người sao chứ mình sản_phẩm này cực_kỳ thú_vị , liên_quan đến tool AI mới .",không spam,Không spam,positive,Tích cực
3278,Like page mình nhận quà liền tay nha mọi người!!! 👎,Like page mình nhận quà liền tay_nha mọi người ! ! ! 👎,spam,Spam,positive,Tích cực
3279,"Cá nhân mình thì fanpage này mình chưa thử, mọi người tự trải nghiệm nhé.","Cá_nhân mình thì fanpage này mình chưa thử , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
3280,"Cá nhân mình thì update mới đọc cho biết, mọi người tự trải nghiệm nhé. 👍","Cá_nhân mình thì update mới đọc cho biết , mọi người tự trải_nghiệm nhé . 👍",không spam,Không spam,neutral,Trung lập
3281,"Thật sự khóa học online không có gì đặc biệt, mọi người tự trải nghiệm nhé. ❤","Thật_sự khóa_học online không có gì đặc_biệt , mọi người tự trải_nghiệm nhé . ❤",không spam,Không spam,negative,Tiêu cực
3282,"Đọc xong chỉ biết nói là dịch vụ bên bạn dịch vụ kém, chắc sẽ không dùng lại đâu. 😂","Đọc xong chỉ biết nói là dịch_vụ bên bạn dịch_vụ kém , chắc sẽ không dùng lại đâu . 😂",không spam,Không spam,neutral,Trung lập
3283,"Nói thật là page này cũng được, mọi người tự trải nghiệm nhé. 😂","Nói thật là page này cũng được , mọi người tự trải_nghiệm nhé . 😂",không spam,Không spam,positive,Tích cực
3284,"Nếu bạn đang phân vân thì app này đỉnh cao, liên quan đến ứng dụng học từ vựng.","Nếu bạn đang phân_vân thì app này đỉnh_cao , liên_quan đến ứng_dụng học từ vựng .",không spam,Không spam,neutral,Trung lập
3285,Share bài viết này vào 5 group để nhận quà miễn phí #khuyenmai #giveaway,Share bài viết này vào 5 group để nhận quà miễn_phí #_khuyenmai # giveaway,spam,Spam,neutral,Trung lập
3286,"Bán acc game giá rẻ, ai cần cmt số điện thoại 😍","Bán acc game giá rẻ , ai cần cmt số điện_thoại 😍",spam,Spam,neutral,Trung lập
3287,"Mình thấy page này quá tuyệt, liên quan đến tool AI mới.","Mình thấy page này quá tuyệt , liên_quan đến tool AI mới .",không spam,Không spam,positive,Tích cực
3288,"Cá nhân mình thì nội dung bài giảng đọc cho biết, mọi người tự trải nghiệm nhé.","Cá_nhân mình thì nội_dung bài giảng đọc cho biết , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
3289,"Đầu tư coin SOL lợi nhuận khủng, tham gia group này: http://tinyurl.com/abcd 😀 #khuyenmai #giveaway","Đầu_tư coin_SOL lợi_nhuận khủng , tham_gia group này : http://tinyurl.com/abcd 😀 #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
3290,"Inbox mình hướng dẫn kiếm 200k mỗi ngày, uy tín 100% ❤","Inbox mình hướng_dẫn kiếm 200 k mỗi ngày , uy_tín 100 % ❤",spam,Spam,neutral,Trung lập
3291,"Không biết mọi người sao chứ mình video này cũng được, mọi người tự trải nghiệm nhé.","Không biết mọi người sao chứ mình video này cũng được , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
3292,"Nói thật là page này phí tiền, chắc sẽ không dùng lại đâu. 😡 :v","Nói thật là page này phí tiền , chắc sẽ không dùng lại đâu . 😡 : v",không spam,Không spam,negative,Tiêu cực
3293,"Đọc xong chỉ biết nói là tính năng mới ai quan tâm thì vào xem, mọi người tự trải nghiệm nhé. ❤","Đọc xong chỉ biết nói là tính_năng mới ai quan_tâm thì vào xem , mọi người tự trải_nghiệm nhé . ❤",không spam,Không spam,neutral,Trung lập
3294,"Đầu tư coin SOL lợi nhuận khủng, tham gia group này: http://example.com/voucher 😂","Đầu_tư coin_SOL lợi_nhuận khủng , tham_gia group này : http://example.com/voucher 😂",spam,Spam,neutral,Trung lập
3295,"Nói thật là bài viết này quá tệ, chắc sẽ không dùng lại đâu. :v","Nói thật là bài viết này quá tệ , chắc sẽ không dùng lại đâu . : v",không spam,Không spam,negative,Tiêu cực
3296,"Nếu bạn đang phân vân thì tính năng mới đỉnh cao, liên quan đến khóa học NLP. :v","Nếu bạn đang phân_vân thì tính_năng mới đỉnh_cao , liên_quan đến khóa học NLP. : v",không spam,Không spam,neutral,Trung lập
3297,"Nói thật là video này đọc cho biết, mọi người tự trải nghiệm nhé.","Nói thật là video này đọc cho biết , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
3298,"Cá nhân mình thì app này quá đã, liên quan đến tool AI mới. 😅","Cá_nhân mình thì app này quá đã , liên_quan đến tool AI mới . 😅",không spam,Không spam,positive,Tích cực
3299,"Thật sự video này bình thường, mọi người tự trải nghiệm nhé. :v","Thật_sự video này bình_thường , mọi người tự trải_nghiệm nhé . : v",không spam,Không spam,neutral,Trung lập
3300,"Đọc xong chỉ biết nói là video này rất hay, liên quan đến khóa học tiếng Anh. 👍","Đọc xong chỉ biết nói là video này rất hay , liên_quan đến khóa học tiếng Anh . 👍",không spam,Không spam,positive,Tích cực
3301,"Cho thuê nick Netflix, Spotify siêu rẻ, liên hệ ngay ❤ #khuyenmai #giveaway","Cho thuê nick Netflix , Spotify siêu_rẻ , liên_hệ ngay ❤ #_khuyenmai # giveaway",spam,Spam,positive,Tích cực
3302,"Nếu bạn đang phân vân thì khóa học online thất vọng, chắc sẽ không dùng lại đâu. ❤","Nếu bạn đang phân_vân thì khóa học online thất_vọng , chắc sẽ không dùng lại đâu . ❤",không spam,Không spam,neutral,Trung lập
3303,"Mình thấy bài viết này ok, mọi người tự trải nghiệm nhé.","Mình thấy bài viết này ok , mọi người tự trải_nghiệm nhé .",không spam,Không spam,positive,Tích cực
3304,"Thật sự giảng viên không ý kiến, mọi người tự trải nghiệm nhé. 🥰 :v","Thật_sự giảng_viên không ý_kiến , mọi người tự trải_nghiệm nhé . 🥰 : v",không spam,Không spam,neutral,Trung lập
3305,"Nếu bạn đang phân vân thì video này quá tuyệt, liên quan đến khóa học Python.","Nếu bạn đang phân_vân thì video này quá tuyệt , liên_quan đến khóa học Python .",không spam,Không spam,neutral,Trung lập
3306,"Mình thấy page này không có gì đặc biệt, mọi người tự trải nghiệm nhé. 😅 :v","Mình thấy page này không có gì đặc_biệt , mọi người tự trải_nghiệm nhé . 😅 : v",không spam,Không spam,negative,Tiêu cực
3307,"Đọc xong chỉ biết nói là tính năng mới cực kỳ thú vị, liên quan đến app đọc báo. 😍","Đọc xong chỉ biết nói là tính_năng mới cực_kỳ thú_vị , liên_quan đến app đọc báo . 😍",không spam,Không spam,neutral,Trung lập
3308,"Không biết mọi người sao chứ mình fanpage này dịch vụ kém, chắc sẽ không dùng lại đâu. 😅","Không biết mọi người sao chứ mình fanpage này dịch_vụ kém , chắc sẽ không dùng lại đâu . 😅",không spam,Không spam,neutral,Trung lập
3309,"Thật sự bài viết này đáng tiền, liên quan đến khóa học NLP. 🤔 :v","Thật_sự bài viết này đáng tiền , liên_quan đến khóa học NLP._🤔 : v",không spam,Không spam,negative,Tiêu cực
3310,"Đọc xong chỉ biết nói là nội dung bài giảng đáng tiền, liên quan đến khóa học Python.","Đọc xong chỉ biết nói là nội_dung bài giảng đáng tiền , liên_quan đến khóa học Python .",không spam,Không spam,neutral,Trung lập
3311,"Thật sự khóa học online cũng được, mọi người tự trải nghiệm nhé. :v","Thật_sự khóa_học online cũng được , mọi người tự trải_nghiệm nhé . : v",không spam,Không spam,positive,Tích cực
3312,"Thật sự nội dung bài giảng mình chưa thử, mọi người tự trải nghiệm nhé.","Thật_sự nội_dung bài giảng mình chưa thử , mọi người tự trải_nghiệm nhé .",không spam,Không spam,positive,Tích cực
3313,"Cá nhân mình thì tính năng mới mình chưa thử, mọi người tự trải nghiệm nhé.","Cá_nhân mình thì tính_năng mới mình chưa thử , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
3314,"Thật sự page này ai quan tâm thì vào xem, mọi người tự trải nghiệm nhé. 😅","Thật_sự page này ai quan_tâm thì vào xem , mọi người tự trải_nghiệm nhé . 😅",không spam,Không spam,neutral,Trung lập
3315,"Không biết mọi người sao chứ mình fanpage này dịch vụ kém, chắc sẽ không dùng lại đâu.","Không biết mọi người sao chứ mình fanpage này dịch_vụ kém , chắc sẽ không dùng lại đâu .",không spam,Không spam,neutral,Trung lập
3316,"Theo mình app này quá đã, liên quan đến khóa học tiếng Anh. 👍","Theo mình app này quá đã , liên_quan đến khóa học tiếng Anh . 👍",không spam,Không spam,positive,Tích cực
3317,Share bài viết này vào 5 group để nhận quà miễn phí 🤔,Share bài viết này vào 5 group để nhận quà miễn_phí 🤔,spam,Spam,neutral,Trung lập
3318,"Nói thật là giảng viên quá chất, liên quan đến quán ăn vặt.","Nói thật là giảng_viên quá_chất , liên_quan đến quán ăn vặt .",không spam,Không spam,positive,Tích cực
3319,"Nói thật là giảng viên mình chưa thử, mọi người tự trải nghiệm nhé. 😅","Nói thật là giảng_viên mình chưa thử , mọi người tự trải_nghiệm nhé . 😅",không spam,Không spam,positive,Tích cực
3320,"Không biết mọi người sao chứ mình fanpage này ok, mọi người tự trải nghiệm nhé.","Không biết mọi người sao chứ mình fanpage này ok , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
3321,Like page mình nhận quà liền tay nha mọi người!!! 😀 #khuyenmai #giveaway,Like page mình nhận quà liền tay_nha mọi người ! ! !_😀 #_khuyenmai # giveaway,spam,Spam,positive,Tích cực
3322,"Theo mình khóa học online tuyệt vời, liên quan đến tool AI mới. 🥰","Theo mình khóa học online tuyệt_vời , liên_quan đến tool AI mới . 🥰",không spam,Không spam,positive,Tích cực
3323,"Theo mình dịch vụ bên bạn rất hữu ích, liên quan đến khóa học NLP. ❤ :v","Theo mình dịch_vụ bên bạn rất hữu_ích , liên_quan đến khóa học NLP._❤ : v",không spam,Không spam,positive,Tích cực
3324,"Đọc xong chỉ biết nói là khóa học online cực kỳ thú vị, liên quan đến quán cà phê mới. 😢","Đọc xong chỉ biết nói là khóa học online cực_kỳ thú_vị , liên_quan đến quán cà_phê mới . 😢",không spam,Không spam,positive,Tích cực
3325,"Ai quan tâm thì sản phẩm này tạm ổn, mọi người tự trải nghiệm nhé. :v","Ai quan_tâm thì sản_phẩm này tạm ổn , mọi người tự trải_nghiệm nhé . : v",không spam,Không spam,neutral,Trung lập
3326,"Ai quan tâm thì giảng viên ưng ý lắm, liên quan đến ứng dụng học từ vựng.","Ai quan_tâm thì giảng_viên ưng_ý lắm , liên_quan đến ứng_dụng học từ vựng .",không spam,Không spam,neutral,Trung lập
3327,"Theo mình khóa học online mình chưa thử, mọi người tự trải nghiệm nhé. 😅","Theo mình khóa_học online mình chưa thử , mọi người tự trải_nghiệm nhé . 😅",không spam,Không spam,positive,Tích cực
3328,"Ai cần tăng like, tăng follow thì ib mình, giá rẻ bất ngờ 👍 #khuyenmai #giveaway","Ai cần tăng like , tăng follow thì ib mình , giá rẻ bất_ngờ 👍 #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
3329,"Thật sự bài viết này bình thường, mọi người tự trải nghiệm nhé. 🥰","Thật_sự bài viết này bình_thường , mọi người tự trải_nghiệm nhé . 🥰",không spam,Không spam,neutral,Trung lập
3330,"Không biết mọi người sao chứ mình giảng viên dịch vụ kém, chắc sẽ không dùng lại đâu. 👍","Không biết mọi người sao chứ mình giảng_viên dịch_vụ kém , chắc sẽ không dùng lại đâu . 👍",không spam,Không spam,neutral,Trung lập
3331,"Theo mình nội dung bài giảng cực kỳ thú vị, liên quan đến quán cà phê mới. :v","Theo mình nội_dung bài giảng cực_kỳ thú_vị , liên_quan đến quán cà_phê mới . : v",không spam,Không spam,positive,Tích cực
3332,"Đọc xong chỉ biết nói là tính năng mới lừa đảo, chắc sẽ không dùng lại đâu. 🤔","Đọc xong chỉ biết nói là tính_năng mới lừa_đảo , chắc sẽ không dùng lại đâu . 🤔",spam,Spam,neutral,Trung lập
3333,"Cá nhân mình thì sản phẩm này phí tiền, chắc sẽ không dùng lại đâu. 🤔","Cá_nhân mình thì sản_phẩm này phí tiền , chắc sẽ không dùng lại đâu . 🤔",không spam,Không spam,negative,Tiêu cực
3334,"Thật sự nội dung bài giảng ưng ý lắm, liên quan đến quán ăn vặt. ❤","Thật_sự nội_dung bài giảng ưng_ý lắm , liên_quan đến quán ăn vặt . ❤",không spam,Không spam,positive,Tích cực
3335,"Thật sự dịch vụ bên bạn đáng tiền, liên quan đến khóa học NLP. 😀","Thật_sự dịch_vụ bên bạn đáng tiền , liên_quan đến khóa học NLP. 😀",không spam,Không spam,neutral,Trung lập
3336,"Không biết mọi người sao chứ mình fanpage này không đáng, chắc sẽ không dùng lại đâu. 😢","Không biết mọi người sao chứ mình fanpage này không đáng , chắc sẽ không dùng lại đâu . 😢",không spam,Không spam,negative,Tiêu cực
3337,"Cá nhân mình thì tính năng mới rất hay, liên quan đến sản phẩm chăm sóc da. 🤔 :v","Cá_nhân mình thì tính_năng mới rất hay , liên_quan đến sản_phẩm chăm_sóc da . 🤔 : v",không spam,Không spam,positive,Tích cực
3338,Click link này nhận voucher 40%: http://tinyurl.com/abcd 😅,Click link này nhận voucher 40 % : http://tinyurl.com/abcd 😅,spam,Spam,negative,Tiêu cực
3339,"Đọc xong chỉ biết nói là nội dung bài giảng xem thử thôi, mọi người tự trải nghiệm nhé. 😍","Đọc xong chỉ biết nói là nội_dung bài giảng xem thử thôi , mọi người tự trải_nghiệm nhé . 😍",không spam,Không spam,neutral,Trung lập
3340,"Không biết mọi người sao chứ mình fanpage này đáng tiền, liên quan đến quán ăn vặt.","Không biết mọi người sao chứ mình fanpage này đáng tiền , liên_quan đến quán ăn vặt .",không spam,Không spam,negative,Tiêu cực
3341,"Thật sự khóa học online không recommend, chắc sẽ không dùng lại đâu.","Thật_sự khóa_học online không recommend , chắc sẽ không dùng lại đâu .",không spam,Không spam,negative,Tiêu cực
3342,"Cá nhân mình thì page này thất vọng, chắc sẽ không dùng lại đâu. 😢 :v","Cá_nhân mình thì page này thất_vọng , chắc sẽ không dùng lại đâu . 😢 : v",không spam,Không spam,negative,Tiêu cực
3343,"Ai quan tâm thì bài viết này ưng ý lắm, liên quan đến ứng dụng học từ vựng. :v","Ai quan_tâm thì bài viết này ưng_ý lắm , liên_quan đến ứng_dụng học từ vựng . : v",không spam,Không spam,neutral,Trung lập
3344,"Đọc xong chỉ biết nói là video này không như quảng cáo, chắc sẽ không dùng lại đâu. ❤","Đọc xong chỉ biết nói là video này không như quảng_cáo , chắc sẽ không dùng lại đâu . ❤",không spam,Không spam,neutral,Trung lập
3345,"Nếu bạn đang phân vân thì bài viết này ok, mọi người tự trải nghiệm nhé. 😍","Nếu bạn đang phân_vân thì bài viết này ok , mọi người tự trải_nghiệm nhé . 😍",không spam,Không spam,neutral,Trung lập
3346,Click link này nhận voucher 20%: http://short.link/promo 😂,Click link này nhận voucher 20 % : http://short.link/promo 😂,spam,Spam,negative,Tiêu cực
3347,"Cho thuê nick Netflix, Spotify siêu rẻ, liên hệ ngay 👎 #khuyenmai #giveaway","Cho thuê nick Netflix , Spotify siêu_rẻ , liên_hệ ngay 👎 #_khuyenmai # giveaway",spam,Spam,positive,Tích cực
3348,"Nói thật là update mới hài lòng, liên quan đến page công nghệ. 😀 :v","Nói thật là update mới hài_lòng , liên_quan đến page công_nghệ . 😀 : v",không spam,Không spam,positive,Tích cực
3349,"Nói thật là sản phẩm này quá tuyệt, liên quan đến sản phẩm chăm sóc da. 😢","Nói thật là sản_phẩm này quá tuyệt , liên_quan đến sản_phẩm chăm_sóc da . 😢",không spam,Không spam,positive,Tích cực
3350,"Thật sự giảng viên không recommend, chắc sẽ không dùng lại đâu. 😂","Thật_sự giảng_viên không recommend , chắc sẽ không dùng lại đâu . 😂",không spam,Không spam,negative,Tiêu cực
3351,"Mình thấy bài viết này quá tệ, chắc sẽ không dùng lại đâu.","Mình thấy bài viết này quá tệ , chắc sẽ không dùng lại đâu .",không spam,Không spam,negative,Tiêu cực
3352,"Cá nhân mình thì sản phẩm này tạm ổn, mọi người tự trải nghiệm nhé.","Cá_nhân mình thì sản_phẩm này tạm ổn , mọi người tự trải_nghiệm nhé .",không spam,Không spam,positive,Tích cực
3353,"Cá nhân mình thì sản phẩm này mình chưa thử, mọi người tự trải nghiệm nhé. 😂 :v","Cá_nhân mình thì sản_phẩm này mình chưa thử , mọi người tự trải_nghiệm nhé . 😂 : v",không spam,Không spam,positive,Tích cực
3354,"Đầu tư coin BNB lợi nhuận khủng, tham gia group này: http://short.link/promo 😍","Đầu_tư coin BNB lợi_nhuận khủng , tham_gia group này : http://short.link/promo 😍",spam,Spam,neutral,Trung lập
3355,"Cá nhân mình thì update mới bình thường, mọi người tự trải nghiệm nhé.","Cá_nhân mình thì update mới bình_thường , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
